Liquid Conductivity,Total Concentration,CPP,section,stick,x_lo,x_hi,y_lo,y_hi,default_color,effective_center_x,effective_center_y,top_depth,bottom_depth,mid_depth,top_angle,side_angle,top_depth_adj,bottom_depth_adj,mid_depth_adj,concentration_<12,concentration_<10,concentration_<9,concentration_<8,concentration_<6,concentration_<4
1.6,347.04461294693,5.12820512820513,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.851344806668,156.851344806668,156.851344806668,27.81977619748942,30.452979490761543,156.8850251922372,156.8850251922372,156.8850251922372,351.0,351.0,351.0,348.0,348.0,333.0
1.61,966.741614716011,6.31578947368421,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8516370196344,156.8516370196344,156.8516370196344,27.81977619748942,30.452979490761543,156.8853174052036,156.8853174052036,156.8853174052036,476.0,475.0,472.0,471.0,466.0,445.0
1.61,669.936557291216,6.0,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8518763622467,156.8518763622467,156.8518763622467,27.81977619748942,30.452979490761543,156.8855567478159,156.8855567478159,156.8855567478159,350.0,350.0,350.0,347.0,343.0,329.0
1.61,349.922313460927,5.5363321799308,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85211532084608,156.85211532084608,156.85211532084608,27.81977619748942,30.452979490761543,156.88579570641528,156.88579570641528,156.88579570641528,289.0,289.0,288.0,286.0,284.0,273.0
1.59,403.349729399778,4.53172205438066,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85240999178416,156.85240999178416,156.85240999178416,27.81977619748942,30.452979490761543,156.88609037735336,156.88609037735336,156.88609037735336,333.0,331.0,330.0,329.0,326.0,316.0
1.59,523.540157775724,4.08653846153846,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85265000094435,156.85265000094435,156.85265000094435,27.81977619748942,30.452979490761543,156.88633038651355,156.88633038651355,156.88633038651355,418.0,416.0,416.0,415.0,413.0,399.0
1.57,219.741200509279,5.91549295774648,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8529408576698,156.8529408576698,156.8529408576698,27.81977619748942,30.452979490761543,156.886621243239,156.886621243239,156.886621243239,355.0,355.0,355.0,355.0,350.0,334.0
1.59,383.490415776116,5.32150776053215,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85323446931605,156.85323446931605,156.85323446931605,27.81977619748942,30.452979490761543,156.88691485488525,156.88691485488525,156.88691485488525,452.0,451.0,449.0,447.0,440.0,427.0
1.54,391.711117154258,4.49438202247191,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85353186890168,156.85353186890168,156.85353186890168,27.81977619748942,30.452979490761543,156.88721225447088,156.88721225447088,156.88721225447088,446.0,445.0,445.0,443.0,437.0,425.0
1.57,339.624655355351,5.18867924528302,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.853767049359,156.853767049359,156.853767049359,27.81977619748942,30.452979490761543,156.8874474349282,156.8874474349282,156.8874474349282,427.0,424.0,424.0,422.0,418.0,402.0
1.57,292.844980403976,3.9039039039039,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85401017757655,156.85401017757655,156.85401017757655,27.81977619748942,30.452979490761543,156.88769056314575,156.88769056314575,156.88769056314575,333.0,333.0,333.0,332.0,328.0,320.0
1.54,289.812673265545,7.23684210526316,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85430311250673,156.85430311250673,156.85430311250673,27.81977619748942,30.452979490761543,156.88798349807593,156.88798349807593,156.88798349807593,304.0,304.0,304.0,302.0,298.0,282.0
1.59,220.105586388724,3.47593582887701,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85459706450212,156.85459706450212,156.85459706450212,27.81977619748942,30.452979490761543,156.8882774500713,156.8882774500713,156.8882774500713,374.0,374.0,374.0,372.0,370.0,361.0
1.59,311.919959468122,4.92610837438424,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8552130038165,156.8552130038165,156.8552130038165,27.81977619748942,30.452979490761543,156.8888933893857,156.8888933893857,156.8888933893857,812.0,812.0,810.0,804.0,794.0,772.0
1.57,383.210130795979,6.12244897959184,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85562378407127,156.85562378407127,156.85562378407127,27.81977619748942,30.452979490761543,156.88930416964047,156.88930416964047,156.88930416964047,343.0,343.0,340.0,338.0,331.0,322.0
1.6,278.704069024089,5.43478260869565,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85575329077565,156.85575329077565,156.85575329077565,27.81977619748942,30.452979490761543,156.88943367634485,156.88943367634485,156.88943367634485,279.0,276.0,274.0,273.0,268.0,261.0
1.56,530.314482628078,6.00961538461539,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85592888873714,156.85592888873714,156.85592888873714,27.81977619748942,30.452979490761543,156.88960927430634,156.88960927430634,156.88960927430634,418.0,416.0,415.0,414.0,404.0,391.0
1.59,465.640464477573,6.51558073654391,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85611061845003,156.85611061845003,156.85611061845003,27.81977619748942,30.452979490761543,156.88979100401923,156.88979100401923,156.88979100401923,354.0,353.0,351.0,349.0,343.0,330.0
1.6,117.703846555271,7.18562874251497,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85635677235916,156.85635677235916,156.85635677235916,27.81977619748942,30.452979490761543,156.89003715792836,156.89003715792836,156.89003715792836,334.0,334.0,333.0,331.0,326.0,310.0
1.56,179.589223045944,6.37450199203187,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85684020093223,156.85684020093223,156.85684020093223,27.81977619748942,30.452979490761543,156.89052058650142,156.89052058650142,156.89052058650142,253.0,251.0,251.0,251.0,250.0,235.0
1.56,295.505899014892,6.56934306569343,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85706697422384,156.85706697422384,156.85706697422384,27.81977619748942,30.452979490761543,156.89074735979304,156.89074735979304,156.89074735979304,274.0,274.0,274.0,271.0,269.0,256.0
1.55,664.815919019083,6.28930817610063,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85723464780716,156.85723464780716,156.85723464780716,27.81977619748942,30.452979490761543,156.89091503337636,156.89091503337636,156.89091503337636,319.0,318.0,318.0,315.0,310.0,298.0
1.57,279.586151939379,4.33333333333333,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85755488411704,156.85755488411704,156.85755488411704,27.81977619748942,30.452979490761543,156.89123526968623,156.89123526968623,156.89123526968623,301.0,300.0,300.0,296.0,295.0,287.0
1.59,275.230269230525,6.62020905923345,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85785947686165,156.85785947686165,156.85785947686165,27.81977619748942,30.452979490761543,156.89153986243085,156.89153986243085,156.89153986243085,287.0,287.0,284.0,283.0,283.0,268.0
1.59,530.436591482005,5.35714285714286,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85804601280662,156.85804601280662,156.85804601280662,27.81977619748942,30.452979490761543,156.89172639837582,156.89172639837582,156.89172639837582,280.0,280.0,280.0,277.0,275.0,265.0
1.59,294.617586684973,7.6555023923445,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85829926740522,156.85829926740522,156.85829926740522,27.81977619748942,30.452979490761543,156.8919796529744,156.8919796529744,156.8919796529744,209.0,209.0,208.0,206.0,205.0,193.0
1.56,298.157371032856,5.45454545454545,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8585834918848,156.8585834918848,156.8585834918848,27.81977619748942,30.452979490761543,156.89226387745398,156.89226387745398,156.89226387745398,220.0,220.0,220.0,218.0,216.0,208.0
1.58,305.80918680489,3.57142857142857,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85879888285905,156.85879888285905,156.85879888285905,27.81977619748942,30.452979490761543,156.89247926842825,156.89247926842825,156.89247926842825,225.0,224.0,224.0,223.0,221.0,216.0
1.58,269.211791966652,8.49673202614379,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85898007724052,156.85898007724052,156.85898007724052,27.81977619748942,30.452979490761543,156.89266046280972,156.89266046280972,156.89266046280972,153.0,153.0,153.0,151.0,148.0,140.0
1.58,159.222020510983,3.88349514563107,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8592049282107,156.8592049282107,156.8592049282107,27.81977619748942,30.452979490761543,156.89288531377989,156.89288531377989,156.89288531377989,207.0,206.0,206.0,203.0,202.0,198.0
1.58,336.760040477024,4.86111111111111,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.85939678684983,156.85939678684983,156.85939678684983,27.81977619748942,30.452979490761543,156.89307717241903,156.89307717241903,156.89307717241903,288.0,288.0,288.0,287.0,283.0,274.0
1.57,33.6041957164793,4.28571428571429,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8599046975254,156.8599046975254,156.8599046975254,27.81977619748942,30.452979490761543,156.8935850830946,156.8935850830946,156.8935850830946,141.0,140.0,140.0,140.0,139.0,134.0
1.57,223.175179081154,4.71698113207547,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8601389060095,156.8601389060095,156.8601389060095,27.81977619748942,30.452979490761543,156.8938192915787,156.8938192915787,156.8938192915787,214.0,212.0,212.0,211.0,209.0,202.0
1.59,298.414974110883,6.01851851851852,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86036136812393,156.86036136812393,156.86036136812393,27.81977619748942,30.452979490761543,156.89404175369313,156.89404175369313,156.89404175369313,218.0,216.0,216.0,215.0,211.0,203.0
1.56,166.311616982632,6.48648648648649,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8606621753064,156.8606621753064,156.8606621753064,27.81977619748942,30.452979490761543,156.8943425608756,156.8943425608756,156.8943425608756,185.0,185.0,185.0,184.0,182.0,173.0
1.55,396.707056034661,4.64135021097046,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86098690489646,156.86098690489646,156.86098690489646,27.81977619748942,30.452979490761543,156.89466729046566,156.89466729046566,156.89466729046566,237.0,237.0,236.0,235.0,232.0,226.0
1.55,146.410624264877,5.79710144927536,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86117286268774,156.86117286268774,156.86117286268774,27.81977619748942,30.452979490761543,156.89485324825694,156.89485324825694,156.89485324825694,138.0,138.0,138.0,137.0,137.0,130.0
1.55,259.963552691216,8.75,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8613716833215,156.8613716833215,156.8613716833215,27.81977619748942,30.452979490761543,156.8950520688907,156.8950520688907,156.8950520688907,160.0,160.0,159.0,157.0,154.0,146.0
1.57,241.243362513605,6.25,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86169077057258,156.86169077057258,156.86169077057258,27.81977619748942,30.452979490761543,156.89537115614178,156.89537115614178,156.89537115614178,208.0,208.0,208.0,208.0,205.0,195.0
1.54,330.615183618707,6.72645739910314,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86191052737436,156.86191052737436,156.86191052737436,27.81977619748942,30.452979490761543,156.89559091294356,156.89559091294356,156.89559091294356,224.0,223.0,223.0,223.0,217.0,208.0
1.54,197.808514788964,5.31400966183575,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86214316259597,156.86214316259597,156.86214316259597,27.81977619748942,30.452979490761543,156.89582354816517,156.89582354816517,156.89582354816517,207.0,207.0,207.0,206.0,203.0,196.0
1.52,370.012558887919,6.35593220338983,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86236412455233,156.86236412455233,156.86236412455233,27.81977619748942,30.452979490761543,156.89604451012153,156.89604451012153,156.89604451012153,236.0,236.0,235.0,233.0,229.0,221.0
1.52,75.4565456433251,4.04040404040404,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86250275878936,156.86250275878936,156.86250275878936,27.81977619748942,30.452979490761543,156.89618314435856,156.89618314435856,156.89618314435856,99.0,99.0,99.0,99.0,97.0,95.0
1.51,302.47459668918,5.94059405940594,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86300568162986,156.86300568162986,156.86300568162986,27.81977619748942,30.452979490761543,156.89668606719906,156.89668606719906,156.89668606719906,202.0,202.0,200.0,200.0,197.0,190.0
1.53,260.151920126493,6.63507109004739,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86330966669854,156.86330966669854,156.86330966669854,27.81977619748942,30.452979490761543,156.89699005226774,156.89699005226774,156.89699005226774,212.0,211.0,210.0,210.0,205.0,197.0
1.53,245.57620604123,5.61122244488978,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86387441347128,156.86387441347128,156.86387441347128,27.81977619748942,30.452979490761543,156.89755479904048,156.89755479904048,156.89755479904048,500.0,499.0,498.0,496.0,491.0,471.0
1.53,242.103189185082,7.78688524590164,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8641487286913,156.8641487286913,156.8641487286913,27.81977619748942,30.452979490761543,156.8978291142605,156.8978291142605,156.8978291142605,244.0,244.0,243.0,242.0,238.0,225.0
1.53,394.490569524903,5.74324324324324,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86437767732446,156.86437767732446,156.86437767732446,27.81977619748942,30.452979490761543,156.89805806289365,156.89805806289365,156.89805806289365,300.0,296.0,296.0,293.0,287.0,279.0
1.52,228.160995972714,7.21649484536082,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86459821861595,156.86459821861595,156.86459821861595,27.81977619748942,30.452979490761543,156.89827860418515,156.89827860418515,156.89827860418515,196.0,194.0,194.0,192.0,190.0,180.0
1.52,463.210431056741,6.16740088105727,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8648282571368,156.8648282571368,156.8648282571368,27.81977619748942,30.452979490761543,156.898508642706,156.898508642706,156.898508642706,229.0,227.0,227.0,225.0,223.0,213.0
1.52,201.281111081052,5.92885375494071,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86505247883449,156.86505247883449,156.86505247883449,27.81977619748942,30.452979490761543,156.89873286440368,156.89873286440368,156.89873286440368,253.0,253.0,253.0,252.0,249.0,238.0
1.46,313.309899024295,7.8125,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86533114553947,156.86533114553947,156.86533114553947,27.81977619748942,30.452979490761543,156.89901153110867,156.89901153110867,156.89901153110867,257.0,256.0,256.0,256.0,255.0,236.0
1.5,157.303567767677,4.34782608695652,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8655558886211,156.8655558886211,156.8655558886211,27.81977619748942,30.452979490761543,156.8992362741903,156.8992362741903,156.8992362741903,184.0,184.0,184.0,184.0,182.0,176.0
1.5,322.46312071807,5.15873015873016,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86621280189442,156.86621280189442,156.86621280189442,27.81977619748942,30.452979490761543,156.89989318746362,156.89989318746362,156.89989318746362,506.0,504.0,503.0,498.0,493.0,478.0
1.5,178.969815449022,7.42574257425743,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8664916914961,156.8664916914961,156.8664916914961,27.81977619748942,30.452979490761543,156.9001720770653,156.9001720770653,156.9001720770653,202.0,202.0,202.0,200.0,197.0,187.0
1.5,337.176227219405,5.53191489361702,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86675588130038,156.86675588130038,156.86675588130038,27.81977619748942,30.452979490761543,156.90043626686958,156.90043626686958,156.90043626686958,238.0,235.0,235.0,235.0,231.0,222.0
1.47,537.908591719977,8.63636363636364,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86692721409105,156.86692721409105,156.86692721409105,27.81977619748942,30.452979490761543,156.90060759966025,156.90060759966025,156.90060759966025,220.0,220.0,220.0,213.0,212.0,201.0
1.49,331.494565648842,6.69856459330144,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86718811391535,156.86718811391535,156.86718811391535,27.81977619748942,30.452979490761543,156.90086849948455,156.90086849948455,156.90086849948455,209.0,209.0,207.0,207.0,202.0,195.0
1.47,211.839025078088,4.74308300395257,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86746828326847,156.86746828326847,156.86746828326847,27.81977619748942,30.452979490761543,156.90114866883766,156.90114866883766,156.90114866883766,254.0,253.0,252.0,252.0,250.0,241.0
1.46,200.297431120987,6.48464163822526,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86811396447996,156.86811396447996,156.86811396447996,27.81977619748942,30.452979490761543,156.90179435004916,156.90179435004916,156.90179435004916,589.0,586.0,585.0,581.0,572.0,548.0
1.49,297.76616229678,5.83657587548638,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86835162322757,156.86835162322757,156.86835162322757,27.81977619748942,30.452979490761543,156.90203200879677,156.90203200879677,156.90203200879677,258.0,257.0,256.0,256.0,254.0,242.0
1.49,570.241324688667,7.31707317073171,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86891583681182,156.86891583681182,156.86891583681182,27.81977619748942,30.452979490761543,156.90259622238102,156.90259622238102,156.90259622238102,246.0,246.0,245.0,241.0,234.0,228.0
1.55,114.763360026466,5.13833992094862,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86912040775744,156.86912040775744,156.86912040775744,27.81977619748942,30.452979490761543,156.90280079332663,156.90280079332663,156.90280079332663,255.0,253.0,252.0,249.0,248.0,240.0
1.5,138.384634147142,8.67579908675799,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86964106428303,156.86964106428303,156.86964106428303,27.81977619748942,30.452979490761543,156.90332144985223,156.90332144985223,156.90332144985223,219.0,219.0,216.0,215.0,211.0,200.0
1.51,236.43467048309,5.88235294117647,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.86988109604053,156.86988109604053,156.86988109604053,27.81977619748942,30.452979490761543,156.90356148160973,156.90356148160973,156.90356148160973,187.0,187.0,187.0,186.0,183.0,176.0
1.53,569.032396505011,8.36120401337793,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87010023955975,156.87010023955975,156.87010023955975,27.81977619748942,30.452979490761543,156.90378062512895,156.90378062512895,156.90378062512895,301.0,299.0,299.0,295.0,289.0,274.0
1.5,509.73741357181,5.75539568345324,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87042371597235,156.87042371597235,156.87042371597235,27.81977619748942,30.452979490761543,156.90410410154155,156.90410410154155,156.90410410154155,278.0,278.0,276.0,276.0,271.0,262.0
1.5,265.026232879494,3.84615384615385,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87069918982303,156.87069918982303,156.87069918982303,27.81977619748942,30.452979490761543,156.90437957539223,156.90437957539223,156.90437957539223,235.0,234.0,233.0,233.0,231.0,225.0
1.5,417.980609106594,8.82352941176471,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87100635444511,156.87100635444511,156.87100635444511,27.81977619748942,30.452979490761543,156.9046867400143,156.9046867400143,156.9046867400143,238.0,238.0,236.0,234.0,228.0,217.0
1.5,479.818338913884,9.34959349593496,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87132685985307,156.87132685985307,156.87132685985307,27.81977619748942,30.452979490761543,156.90500724542227,156.90500724542227,156.90500724542227,247.0,246.0,244.0,242.0,240.0,223.0
1.52,227.024177384711,7.2463768115942,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87158603521263,156.87158603521263,156.87158603521263,27.81977619748942,30.452979490761543,156.90526642078183,156.90526642078183,156.90526642078183,207.0,207.0,207.0,206.0,203.0,192.0
1.51,469.575461776451,6.48464163822526,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87225826659272,156.87225826659272,156.87225826659272,27.81977619748942,30.452979490761543,156.90593865216192,156.90593865216192,156.90593865216192,590.0,586.0,585.0,582.0,572.0,548.0
1.5,246.55715137173,6.40394088669951,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87255608176835,156.87255608176835,156.87255608176835,27.81977619748942,30.452979490761543,156.90623646733755,156.90623646733755,156.90623646733755,204.0,203.0,203.0,202.0,201.0,190.0
1.53,335.509861159926,6.52173913043478,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87276037849443,156.87276037849443,156.87276037849443,27.81977619748942,30.452979490761543,156.90644076406363,156.90644076406363,156.90644076406363,184.0,184.0,183.0,182.0,180.0,172.0
1.52,193.46150003734,4.76190476190476,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8730544455488,156.8730544455488,156.8730544455488,27.81977619748942,30.452979490761543,156.906734831118,156.906734831118,156.906734831118,252.0,252.0,252.0,251.0,250.0,240.0
1.52,523.294491073113,6.32411067193676,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87333838509872,156.87333838509872,156.87333838509872,27.81977619748942,30.452979490761543,156.90701877066792,156.90701877066792,156.90701877066792,253.0,253.0,252.0,251.0,247.0,237.0
1.49,127.052790406531,2.06185567010309,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87365293207515,156.87365293207515,156.87365293207515,27.81977619748942,30.452979490761543,156.90733331764434,156.90733331764434,156.90733331764434,194.0,194.0,194.0,194.0,194.0,190.0
1.5,363.522418802414,7.54716981132075,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87395531257437,156.87395531257437,156.87395531257437,27.81977619748942,30.452979490761543,156.90763569814357,156.90763569814357,156.90763569814357,212.0,212.0,211.0,207.0,207.0,196.0
1.51,280.91414933967,6.25,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87465592772395,156.87465592772395,156.87465592772395,27.81977619748942,30.452979490761543,156.90833631329315,156.90833631329315,156.90833631329315,497.0,496.0,495.0,495.0,480.0,465.0
1.55,342.42587061182,7.05882352941176,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8753006526481,156.8753006526481,156.8753006526481,27.81977619748942,30.452979490761543,156.9089810382173,156.9089810382173,156.9089810382173,171.0,170.0,170.0,170.0,165.0,158.0
1.54,286.738316060368,7.69230769230769,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87554212999567,156.87554212999567,156.87554212999567,27.81977619748942,30.452979490761543,156.90922251556486,156.90922251556486,156.90922251556486,156.0,156.0,156.0,153.0,150.0,144.0
1.57,387.056312429941,6.22406639004149,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8758286621144,156.8758286621144,156.8758286621144,27.81977619748942,30.452979490761543,156.9095090476836,156.9095090476836,156.9095090476836,241.0,241.0,241.0,240.0,235.0,226.0
1.55,68.1621017207237,4.3956043956044,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8760617671719,156.8760617671719,156.8760617671719,27.81977619748942,30.452979490761543,156.9097421527411,156.9097421527411,156.9097421527411,182.0,182.0,181.0,181.0,178.0,174.0
1.55,309.683991804409,5.33980582524272,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87641707117803,156.87641707117803,156.87641707117803,27.81977619748942,30.452979490761543,156.91009745674722,156.91009745674722,156.91009745674722,207.0,206.0,205.0,204.0,199.0,195.0
1.55,270.513386804045,5.67685589519651,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87671449070154,156.87671449070154,156.87671449070154,27.81977619748942,30.452979490761543,156.91039487627074,156.91039487627074,156.91039487627074,229.0,229.0,227.0,227.0,225.0,216.0
1.55,442.640256001881,6.25,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87687751535637,156.87687751535637,156.87687751535637,27.81977619748942,30.452979490761543,156.91055790092557,156.91055790092557,156.91055790092557,193.0,192.0,192.0,191.0,187.0,180.0
1.55,279.143901923219,6.72268907563025,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87722413177343,156.87722413177343,156.87722413177343,27.81977619748942,30.452979490761543,156.91090451734263,156.91090451734263,156.91090451734263,238.0,238.0,238.0,236.0,232.0,222.0
1.56,207.819387514657,3.82775119617225,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87747049409134,156.87747049409134,156.87747049409134,27.81977619748942,30.452979490761543,156.91115087966054,156.91115087966054,156.91115087966054,210.0,209.0,209.0,209.0,206.0,201.0
1.56,169.374318394774,2.29357798165138,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87777027580154,156.87777027580154,156.87777027580154,27.81977619748942,30.452979490761543,156.91145066137074,156.91145066137074,156.91145066137074,218.0,218.0,217.0,217.0,217.0,213.0
1.58,219.587539905424,5.22388059701493,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87802707088855,156.87802707088855,156.87802707088855,27.81977619748942,30.452979490761543,156.91170745645775,156.91170745645775,156.91170745645775,270.0,268.0,267.0,267.0,263.0,254.0
1.6,75.9406808623623,4.39024390243902,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87827401533568,156.87827401533568,156.87827401533568,27.81977619748942,30.452979490761543,156.91195440090488,156.91195440090488,156.91195440090488,206.0,205.0,204.0,203.0,202.0,196.0
1.6,254.810262649229,5.97014925373134,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87887232037372,156.87887232037372,156.87887232037372,27.81977619748942,30.452979490761543,156.91255270594291,156.91255270594291,156.91255270594291,201.0,201.0,201.0,200.0,198.0,189.0
1.63,198.533339534297,4.18006430868167,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87912725283678,156.87912725283678,156.87912725283678,27.81977619748942,30.452979490761543,156.91280763840598,156.91280763840598,156.91280763840598,313.0,311.0,310.0,307.0,305.0,298.0
1.59,356.282893247951,7.55287009063444,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.87945645289395,156.87945645289395,156.87945645289395,27.81977619748942,30.452979490761543,156.91313683846315,156.91313683846315,156.91313683846315,331.0,331.0,330.0,329.0,321.0,306.0
1.59,197.013660559965,4.63576158940397,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8797473034482,156.8797473034482,156.8797473034482,27.81977619748942,30.452979490761543,156.9134276890174,156.9134276890174,156.9134276890174,302.0,302.0,302.0,301.0,297.0,288.0
1.59,320.360721764334,6.53266331658291,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.8800581161714,156.8800581161714,156.8800581161714,27.81977619748942,30.452979490761543,156.9137385017406,156.9137385017406,156.9137385017406,199.0,199.0,198.0,196.0,193.0,186.0
1.59,326.57317236497,6.25,230_4,stick2,0.031,0.061,0.0,0.032,6.0,0.046,0.016,156.88034277248806,156.88034277248806,156.88034277248806,27.81977619748942,30.452979490761543,156.91402315805726,156.91402315805726,156.91402315805726,272.0,272.0,270.0,267.0,264.0,255.0
